"","...1","iso_code","region_group","income_group","country","survey","year","level","grade","category","sex","location","wealth","region","ethnicity","religion","language","disability","hh_edu_head","comp_prim_v2_m","comp_lowsec_v2_m","comp_upsec_v2_m","comp_prim_1524_m","comp_lowsec_1524_m","comp_upsec_2029_m","eduyears_2024_m","edu2_2024_m","edu4_2024_m","eduout_prim_m","eduout_lowsec_m","eduout_upsec_m","comp_prim_v2_no","comp_lowsec_v2_no","comp_upsec_v2_no","comp_prim_1524_no","comp_lowsec_1524_no","comp_upsec_2029_no","eduyears_2024_no","edu2_2024_no","edu4_2024_no","eduout_prim_no","eduout_lowsec_no","eduout_upsec_no","preschool_3_m","preschool_3_no","preschool_1ybefore_m","preschool_1ybefore_no","edu0_prim_m","edu0_prim_no","trans_prim_m","trans_prim_no","trans_lowsec_m","trans_lowsec_no","comp_higher_2yrs_2529_m","comp_higher_2yrs_2529_no","comp_higher_4yrs_2529_m","comp_higher_4yrs_2529_no","comp_higher_4yrs_3034_m","comp_higher_4yrs_3034_no","attend_higher_1822_m","attend_higher_1822_no","overage2plus_m","overage2plus_no","literacy_1524_m","literacy_1524_no","mlevel1_m","mlevel1_no","rlevel1_m","rlevel1_no","slevel1_m","slevel1_no","mlevel2_m","mlevel2_no","rlevel2_m","rlevel2_no","slevel2_m","slevel2_no","mlevel3_m","mlevel3_no","rlevel3_m","rlevel3_no","slevel3_m","slevel3_no","mlevel4_m","mlevel4_no","rlevel4_m","rlevel4_no","slevel4_m","slevel4_no"
"3476",188952,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2020,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.98735,0.9747,0.9657,0.9923,0.9723,NA,12.1568,NA,NA,NA,NA,0.0695,NA,516,550,1839,1839,NA,968,NA,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2671,737,0.2653,737,0.2668,663,0.3032,947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477",188977,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2021,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99825,0.9965,0.982,0.9972,0.9858,NA,12.4771,NA,NA,NA,NA,0.0645,NA,552,678,1967,1967,NA,1058,NA,NA,NA,NA,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4741,675,0.4638,675,0.4037,560,0.4616,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478",188978,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2021,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99745,0.9949,0.967,0.9937,0.9827,NA,12.1267,NA,NA,NA,NA,0.0968,NA,588,610,1994,1994,NA,995,NA,NA,NA,NA,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2911,795,0.2798,795,0.2533,628,0.3198,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479",188994,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9904,0.9808,0.8521,1,0.9713,NA,11.5258,NA,NA,NA,NA,0.0452,NA,5923,5946,19895,19895,NA,9957,NA,NA,NA,NA,7999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2558,9628,0,9628,0,9895,0.3855,10076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480",188995,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9882,0.9764,0.8264,1,0.962,NA,11.3001,NA,NA,NA,NA,0.0621,NA,6372,6256,21230,21231,NA,10523,NA,NA,NA,NA,8612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1824,10370,0,10370,0,10042,0.2846,10771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481",189003,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2007,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99415,0.9883,0.8686,1,0.9713,NA,11.5617,NA,NA,NA,NA,0.0454,NA,5993,5684,19311,19312,NA,9424,NA,NA,NA,NA,7947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2801,9326,0,9326,0,9725,0.3977,9720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3482",189004,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2007,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9911,0.9822,0.8417,1,0.9621,NA,11.3453,NA,NA,NA,NA,0.0501,NA,6089,6113,20478,20480,NA,10287,NA,NA,NA,NA,8164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1898,9926,0,9926,0,9931,0.3048,10475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483",189012,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2008,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99195,0.9839,0.8731,1,0.9728,NA,11.5666,NA,NA,NA,NA,0.0472,NA,5726,5453,18243,18243,NA,9052,NA,NA,NA,NA,7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3026,8556,0,8556,0,9264,0.406,9429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3484",189013,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2008,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9896,0.9792,0.8312,1,0.9641,NA,11.3441,NA,NA,NA,NA,0.0522,NA,6016,6006,19518,19520,NA,9802,NA,NA,NA,NA,7672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2083,9008,0,9008,0,9520,0.3005,10119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3485",189021,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2009,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99355,0.9871,0.878,1,0.9749,NA,11.5513,NA,NA,NA,NA,0.045,NA,6000,5717,18867,18867,NA,9365,NA,NA,NA,NA,7425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3058,8128,0,8128,0,9151,0.3879,9914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3486",189022,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2009,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9919,0.9838,0.8407,1,0.9683,NA,11.3357,NA,NA,NA,NA,0.0351,NA,5959,5976,19519,19520,NA,9982,NA,NA,NA,NA,7527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2221,8408,0,8408,0,9413,0.2809,10316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487",189037,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2010,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99235,0.9847,0.8712,1,0.9745,NA,11.5571,NA,NA,NA,NA,0.0343,NA,5693,5331,17970,17972,NA,8940,NA,NA,NA,NA,6988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3089,7624,0,7624,0,8566,0.3606,9591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3488",189038,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2010,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9932,0.9864,0.848,1,0.9699,NA,11.3461,NA,NA,NA,NA,0.0343,NA,5765,5848,19143,19143,NA,9860,NA,NA,NA,NA,7263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2111,8293,0,8293,0,9011,0.2916,10114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489",189109,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2011,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9937,0.9874,0.8553,1,0.9737,NA,11.5235,NA,NA,NA,NA,0.033,NA,5431,5463,17699,17699,NA,9078,NA,NA,NA,NA,6698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3427,7463,0,7463,0,8467,0.3501,9495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",189110,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2011,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9904,0.9808,0.84,1,0.9665,NA,11.3371,NA,NA,NA,NA,0.0329,NA,5658,5789,18837,18837,NA,9686,NA,NA,NA,NA,7145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2152,8285,0,8285,0,9122,0.2874,9870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3491",189181,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2012,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9947,0.9894,0.8519,1,0.9799,NA,11.5778,NA,NA,NA,NA,0.0484,NA,5009,5255,16590,16590,NA,8700,NA,NA,NA,NA,6229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3795,7197,0,7197,0,8184,0.334,8889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",189182,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2012,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9939,0.9878,0.8414,1,0.9743,NA,11.3702,NA,NA,NA,NA,0.0379,NA,5235,5542,17588,17588,NA,9178,NA,NA,NA,NA,6636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2456,7640,0,7640,0,8853,0.2854,9189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493",189254,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2013,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9935,0.987,0.8679,1,0.9771,NA,11.6033,NA,NA,NA,NA,0.0489,NA,4474,4658,14733,14735,NA,7541,NA,NA,NA,NA,5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3636,6792,0,6792,0,7614,0.3242,7873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494",189255,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2013,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.993,0.986,0.8494,1,0.9715,NA,11.4197,NA,NA,NA,NA,0.0586,NA,4721,5018,15728,15728,NA,8101,NA,NA,NA,NA,6061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2336,6885,0,6885,0,7760,0.2568,8149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495",189332,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2014,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99505,0.9901,0.8834,0.9986,0.9809,NA,12.2394,NA,NA,NA,NA,0.0636,NA,4180,4419,13825,13825,NA,7184,NA,NA,NA,NA,5208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3605,6557,0.3238,6557,0.3653,7258,0.3424,7230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496",189333,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2014,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9938,0.9876,0.8551,0.9981,0.9731,NA,11.9065,NA,NA,NA,NA,0.0637,NA,4646,4663,15267,15267,NA,7700,NA,NA,NA,NA,6087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2409,6912,0.2147,6912,0.2608,7167,0.2539,7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3497",189410,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2015,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9955,0.991,0.8675,0.999,0.9777,NA,12.0702,NA,NA,NA,NA,0.0557,NA,3704,3937,12606,12606,NA,6555,NA,NA,NA,NA,4859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3556,6398,0.3194,6398,0.3751,6796,0.326,6357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498",189411,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2015,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9933,0.9866,0.8571,0.9986,0.9756,NA,11.8653,NA,NA,NA,NA,0.0718,NA,4117,4257,13726,13726,NA,7061,NA,NA,NA,NA,5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2445,6566,0.216,6566,0.2601,6358,0.2654,7119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499",189488,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2016,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99475,0.9895,0.8505,0.998,0.9742,NA,12.0823,NA,NA,NA,NA,0.0617,NA,3553,3528,11880,11880,NA,5928,NA,NA,NA,NA,4831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3352,5891,0.2975,5891,0.3571,6281,0.314,5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3500",189489,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2016,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99415,0.9883,0.84,0.9983,0.9732,NA,11.8417,NA,NA,NA,NA,0.0718,NA,3640,3983,12631,12631,NA,6542,NA,NA,NA,NA,4876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2242,6236,0.2027,6236,0.2425,5923,0.253,6437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501",189566,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2017,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99225,0.9845,0.8419,0.9993,0.9765,NA,12.113,NA,NA,NA,NA,0.0688,NA,3331,3595,11490,11490,NA,5831,NA,NA,NA,NA,4539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3415,5372,0.3027,5372,0.3449,5751,0.2874,5814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3502",189567,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2017,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9936,0.9872,0.8484,0.9981,0.968,NA,11.9329,NA,NA,NA,NA,0.0694,NA,3607,3840,12246,12246,NA,6162,NA,NA,NA,NA,4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2259,6152,0.2089,6152,0.2474,6003,0.2336,6158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503",189646,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2018,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99495,0.9899,0.857,0.9997,0.9754,NA,12.0689,NA,NA,NA,NA,0.0662,NA,3028,3200,10397,10397,NA,5198,NA,NA,NA,NA,4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3272,4964,0.2953,4964,0.3718,5341,0.3222,5223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3504",189647,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2018,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.98985,0.9797,0.8574,0.9974,0.9668,NA,11.9948,NA,NA,NA,NA,0.0765,NA,3389,3369,11297,11297,NA,5654,NA,NA,NA,NA,4485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2252,5502,0.2063,5502,0.2508,5701,0.2404,5660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505",189724,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2019,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9943,0.9886,0.8804,0.9984,0.978,NA,12.1816,NA,NA,NA,NA,0.0639,NA,3063,3002,10075,10075,NA,4919,NA,NA,NA,NA,4145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3343,4767,0.2998,4767,0.3741,4946,0.3488,4978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3506",189725,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2019,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.98635,0.9727,0.8627,0.9957,0.9651,NA,11.9543,NA,NA,NA,NA,0.0937,NA,3173,3181,10364,10364,NA,5166,NA,NA,NA,NA,4170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2258,5079,0.2023,5079,0.2523,5136,0.2431,5304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3507",189802,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2020,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99275,0.9855,0.8808,0.9987,0.9726,NA,12.2211,NA,NA,NA,NA,0.0587,NA,2916,2569,9414,9414,NA,4404,NA,NA,NA,NA,4051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3347,4443,0.3053,4443,0.3704,4777,0.3247,4578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3508",189803,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2020,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99145,0.9829,0.8493,0.9977,0.9701,NA,11.9109,NA,NA,NA,NA,0.0678,NA,3217,2838,9964,9964,NA,4754,NA,NA,NA,NA,4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2317,4915,0.2112,4915,0.2603,4977,0.245,4997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509",189880,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2021,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9926,0.9852,0.8578,0.997,0.9733,NA,12.1647,NA,NA,NA,NA,0.0524,NA,3283,2857,10418,10418,NA,4839,NA,NA,NA,NA,4503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3631,5132,0.347,5132,0.399,5620,0.2815,5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3510",189881,"HUN","Europe and Northern America","High income","Hungary","EU-LFS",2021,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9915,0.983,0.8276,0.9976,0.9692,NA,11.8816,NA,NA,NA,NA,0.0705,NA,3436,3268,11365,11365,NA,5589,NA,NA,NA,NA,4651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2453,5532,0.2327,5532,0.2786,5747,0.2338,5680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3511",189971,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99505,0.9901,0.8053,0.9969,0.9852,NA,12.0852,NA,NA,NA,NA,NA,NA,10426,10342,34423,34423,NA,17229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2055,18055,0,18055,0,22136,0.3774,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3512",189972,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9914,0.9828,0.7337,0.9969,0.9781,NA,11.6234,NA,NA,NA,NA,NA,NA,11110,10725,35871,35871,NA,17667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1329,18226,0,18226,0,21213,0.252,17850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3513",190163,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2007,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9963,0.9926,0.8108,0.9958,0.9845,NA,12.1231,NA,NA,NA,NA,NA,NA,10158,9809,33097,33099,NA,16284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2375,17134,0,17134,0,21348,0.3898,16310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3514",190164,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2007,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9911,0.9822,0.7431,0.9964,0.9807,NA,11.6904,NA,NA,NA,NA,NA,NA,10944,10153,34997,34997,NA,16907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1456,17147,0,17147,0,20238,0.259,17194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3515",190355,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2008,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99355,0.9871,0.8121,0.9966,0.9844,NA,12.1044,NA,NA,NA,NA,NA,NA,9936,9284,32282,32282,NA,15740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2537,16598,0,16598,0,20649,0.3753,15963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3516",190356,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2008,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99135,0.9827,0.7468,0.9973,0.9793,NA,11.7238,NA,NA,NA,NA,NA,NA,10872,9889,34276,34276,NA,16416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,16287,0,16287,0,19501,0.2615,17115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3517",190548,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2009,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9949,0.9898,0.8122,0.9958,0.9852,NA,12.1114,NA,NA,NA,NA,NA,NA,9476,9041,30657,30657,NA,15011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2653,15527,0,15527,0,19625,0.3711,15512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518",190549,"ITA","Europe and Northern America","High income","Italy","EU-LFS",2009,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99215,0.9843,0.7465,0.996,0.9822,NA,11.6827,NA,NA,NA,NA,NA,NA,10329,9558,32973,32973,NA,16022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1685,15309,0,15309,0,18553,0.2487,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
